win,hero1,kda1,money1,output1,intake1,hero2,kda2,money2,output2,intake2,hero3,kda3,money3,output3,intake3,hero4,kda4,money4,output4,intake4,hero5,kda5,money5,output5,intake5,all_money_a,all_kill_a,all_tower_a
0,Guan Yu,3/1/3,17016,57290,82563,Naklulu,4/4/4,16023,110524,98325,Yingzheng,1/3/2,16136,172596,60966,Pangu,1/7/3,13408,106479,106766,Dun Shan,1/4/3,9132,24555,100108,71715,10,6
0,Shangguan Wan'er,2/3/1,9813,49519,26207,Cao Cao,0/1/1,9502,22063,56543,Sun Bin,1/1/3,7103,41141,39989,Tachibana Ukyo,1/2/3,9738,36632,57771,Lv Bu,0/2/4,8032,39451,116126,44188,4,0
1,Li Xin,0/1/3,13109,62467,65385,Pei Qinhu,3/1/5,11061,48500,63160,Mai Shiranui,4/1/4,12131,94616,41134,Kuangtie,2/0/0,12937,27332,73646,Su Lie,0/1/7,7895,18654,72001,57133,9,8
0,Pangu,0/2/2,15960,97097,137434,Pei Qinhu,1/0/1,15288,129976,124888,Lv Bu,0/1/1,15148,128077,185481,Yang Yuhuan,1/1/1,15386,162272,87150,Taiyi Zhenren,0/1/2,10310,22349,171494,72092,2,5
1,Shangguan Wan'er,1/0/3,14671,173053,46104,Miyue,2/1/1,17775,140312,133338,Zhang Fei,0/1/4,11297,44619,217955,Sun Shangxiang,1/0/3,18267,173901,75141,Su Lie,1/0/4,13971,49465,170028,75981,5,9
0,Xiahou Dun,0/3/1,13578,41536,147052,Gongsun Li,2/3/0,15136,78785,63314,Li Xin,1/3/1,18967,95347,115116,Wang Zhaojun,0/1/3,16254,124022,36196,Zhang Fei,0/1/3,10714,23384,191878,74649,3,6
1,Diao Chan,3/0/7,16180,105878,90240,Sun Ce,1/2/4,16404,32000,105327,Sun Bin,1/0/10,12469,101198,58952,Houyi,4/0/5,16716,114648,44622,Lv Bu,2/1/3,14829,84854,181834,76598,11,9
0,Dun Shan,0/4/1,7239,25813,92395,Naklulu,0/2/2,10715,29547,40982,Sun Ce,0/2/1,10228,20829,55255,Sima Yi,2/2/0,8688,18463,44671,Su Lie,0/3/2,5952,16870,75639,42822,2,0
1,Shen Mengxi,3/0/9,11456,92118,10749,Cao Cao,3/0/7,13235,61102,55751,Jiang Ziya,0/1/12,7523,31282,13719,Baili Xuance,5/0/8,12029,54723,41969,Zhu Bajie,2/1/8,9467,32699,71121,53710,13,7
1,Chang'e,1/0/0,15915,64004,104647,Cheng Yaojin,0/3/0,15217,53616,124527,Jiang Ziya,0/0/1,11768,118030,12919,Baili Xuance,0/0/0,16365,22313,55704,Xiang Yu,0/0/1,13029,39863,76742,72294,1,9
0,Pangu,0/0/3,11857,35439,57409,Li Yuanfang,2/0/1,14682,37870,40189,Galo,1/0/2,15051,126678,36037,Xiahou Dun,0/0/2,11062,33480,141282,Bull Demon,0/1/3,8205,12234,86926,60857,3,2
0,Xiaoqiao,2/2/1,9645,77180,26386,Li Xin,1/1/4,11446,83660,63346,Su Lie,0/3/4,6316,22453,104102,Gongsun Li,1/1/3,9611,70202,36334,Bai Qi,3/2/3,8310,37149,93968,45328,7,6
1,Cheng Yaojin,1/2/7,9927,43121,102538,Sun Shangxiang,5/1/4,12417,61778,40705,Wang Zhaojun,3/1/5,11140,114747,32751,Dun Shan,0/3/7,7825,19575,103225,Zhang Fei,0/0/7,6348,19305,81436,47657,9,6
1,Bai Qi,5/0/13,7460,31298,42819,Yu Ji,7/1/12,9309,53052,27956,Zhang Liang,4/1/14,7822,60846,22659,Da Mo,6/1/7,8185,40222,28389,Taiyi Zhenren,5/1/16,6392,34501,48992,39168,27,7
0,Lv Bu,0/4/3,4822,16323,44719,Naklulu,3/6/1,5155,15421,44034,Xiaoqiao,1/4/3,5169,39504,28805,Su Lie,0/6/2,5135,21803,68880,Guiguzi,0/7/4,3420,20953,50922,23701,4,0
1,Xiahou Dun,0/4/7,10542,66974,128189,Marco Polo,4/1/5,15909,92078,62712,Yixing,5/0/4,14333,125812,19140,Laofuzi,0/2/3,14212,36452,81192,Su Lie,1/1/6,10861,39055,87730,65857,10,7
0,Lv Bu,5/1/2,15480,69109,98887,Naklulu,0/2/7,12154,52872,63442,Zhang Liang,2/2/5,12760,101030,43195,Cheng Yaojin,0/2/5,13260,39623,140705,Guiguzi,1/3/4,8140,17919,86875,61794,8,5
0,Guan Yu,0/5/1,8451,41690,63862,Monkey King,1/4/1,9563,19679,53721,Yuan Ge,1/2/0,9889,78671,26670,Hua Mulan,1/2/1,8785,39201,29197,Bull Demon,0/3/1,5811,22062,72883,42499,3,3
1,Da Mo,2/0/2,12213,29315,40230,Naklulu,7/1/6,12155,75283,68114,Yang Yuhuan,5/1/7,11190,49639,41837,Xiang Yu,2/1/8,9846,35178,62602,Zhang Fei,0/0/11,6775,24783,88064,52179,16,8
1,Zhuang Zhou,0/2/8,9361,34350,63288,Naklulu,9/0/2,12435,93504,55065,Wu Zetian,4/0/6,10493,57615,9456,Sun Ce,1/2/5,9602,33615,65239,Ming Shiyin,0/1/11,7592,1325,31881,49483,14,7
0,Guan Yu,2/4/0,8416,30868,57334,Marco Polo,0/2/3,8146,30734,32648,Zhang Liang,2/2/2,8639,52912,28403,Lv Bu,1/1/4,8641,26701,61582,Xiahou Dun,0/5/1,4835,8748,72456,38677,5,1
0,Da Mo,1/3/1,8833,41998,52723,Ake,0/2/0,8971,23311,39619,Diao Chan,1/2/0,8333,73027,66320,Xiang Yu,0/2/1,8408,36626,59949,Guiguzi,0/2/1,5779,23145,60644,40324,2,2
1,Su Lie,1/1/5,10203,33275,94884,Hua Mulan,4/1/3,11525,56889,40299,Sun Bin,3/0/6,9594,75131,15717,Naklulu,3/0/2,10699,36360,52802,Zhuang Zhou,0/0/7,6678,32260,55280,48699,11,9
0,Da Mo,1/2/1,6572,37561,47903,Marco Polo,0/2/2,6508,21227,36240,Lv Bu,0/2/2,6751,31743,56724,Xiang Yu,1/2/0,6033,30324,52990,Bull Demon,0/4/1,3679,19033,50493,29543,2,0
1,Dun Shan,0/1/7,7752,19235,40427,Dian Wei,3/0/5,9694,46171,43605,Ganjiang Moye,4/1/5,8060,75013,20980,Naklulu,5/0/5,9261,47709,44121,Cai Wenji,0/0/11,6157,23954,45649,40924,12,9
0,Hua Mulan,0/1/0,9329,17534,28421,Sun Shangxiang,1/2/0,8565,22468,30898,Xiaoqiao,0/2/0,7075,49774,25263,Bai Qi,0/1/1,8082,26643,61597,Zhuang Zhou,0/1/1,5265,33152,75953,38316,1,0
1,Xiang Yu,2/0/1,10066,20671,51535,Da Mo,1/0/2,11234,35349,54548,Yang Yuhuan,0/0/5,8289,58421,51328,Naklulu,3/1/3,10899,39702,43813,Sun Bin,1/0/4,6902,38080,33809,47390,7,7
0,Da Mo,1/2/0,9125,19367,38202,Marco Polo,1/3/0,8520,31804,38814,Yang Yuhuan,0/2/0,8028,46990,50298,Bai Qi,0/3/1,6794,18854,74049,Zhang Fei,0/4/0,5347,12328,93434,37814,2,2
1,Lv Bu,4/1/6,10066,42745,65867,Pei Qinhu,0/0/11,10085,44349,53199,Yuan Ge,4/0/9,9841,102148,21425,Hua Mulan,5/1/4,9949,33926,28818,Guiguzi,1/0/12,6449,21608,39565,46390,14,8
0,Da Mo,2/2/1,10192,41393,55331,Marco Polo,1/3/3,9980,50651,49971,Yang Yuhuan,3/4/3,9763,102884,58355,Bai Qi,1/1/4,8840,36937,95616,Zhang Fei,0/2/4,6366,32117,97231,45141,7,5
1,Lv Bu,2/0/3,10530,44995,82847,Pei Qinhu,1/1/9,10028,69546,57989,Yuan Ge,8/2/4,11022,128408,34450,Xiahou Dun,1/3/6,8439,27049,71502,Taiyi Zhenren,0/1/8,7347,20664,70551,47366,12,5
0,Hua Mulan,3/5/7,35839,166087,220399,Marco Polo,4/1/8,35008,310412,144498,Ganjiang Moye,2/2/8,26099,320427,94179,Dun Shan,4/5/5,23457,76077,312790,Toho Taiichi,1/6/7,21560,120117,383030,141963,14,5
1,Zhuang Zhou,0/3/11,23692,178142,403220,Gongsun Li,8/4/8,29799,248677,177150,Wu Zetian,5/1/14,28245,317209,62540,Da Mo,6/3/4,32356,87561,234305,Bull Demon,0/3/13,20566,108491,423192,134658,19,9
1,Guan Yu,2/0/3,10233,43098,54877,Naklulu,5/0/1,10912,72494,55226,Zhang Liang,1/1/4,9208,42942,24825,Laofuzi,1/1/5,10898,28228,48096,Ming Shiyin,0/0/6,6581,2304,22200,47832,9,9
0,Da Mo,0/3/0,6645,9994,47820,Marco Polo,0/2/1,8408,31383,29389,Yang Yuhuan,2/1/0,8412,37810,35164,Zhuang Zhou,0/2/1,8036,22139,62160,Cai Wenji,0/1/1,5459,12331,48484,36960,2,0
0,Cheng Yaojin,2/3/2,16046,86946,190553,Gongsun Li,2/3/2,13905,81798,63199,Diao Chan,3/2/2,15346,126637,92249,Dun Shan,0/4/2,9730,24071,108424,Zhang Fei,0/3/4,8521,16175,152985,63548,7,6
1,Guan Yu,2/1/10,14576,80274,96501,Marco Polo,6/0/8,15372,186637,59992,Yang Yuhuan,2/1/8,12252,136549,82771,Bai Qi,5/4/6,11065,53271,112137,Guiguzi,0/1/13,9589,36403,78482,62854,15,7
1,Da Mo,7/4/4,18067,87773,96223,Marco Polo,0/3/7,13150,116310,83064,Baili Shouyue,5/2/7,14611,172048,43458,Bai Qi,1/2/10,13018,56060,139392,Guiguzi,2/3/13,9926,48346,88806,68772,15,6
0,Guan Yu,3/4/8,14071,103199,115848,Naklulu,3/3/8,14987,58637,86360,Zhang Liang,3/1/8,12786,71000,59142,Hua Mulan,4/4/4,15594,75023,83324,Su Lie,1/3/10,11359,53355,231538,68797,14,7
1,Guan Yu,3/1/7,14074,69453,67027,Marco Polo,6/2/8,13663,73570,54128,Yang Yuhuan,7/1/8,14453,163225,63311,Dun Shan,0/4/12,9918,35212,67988,Taiyi Zhenren,1/2/6,7923,22966,76414,60031,17,9
0,Hua Mulan,6/4/1,11822,63618,49950,Naklulu,1/4/3,10515,33160,68193,Su Lie,2/2/6,10101,50498,100666,Da Mo,1/5/1,10299,34614,77650,Zhuang Zhou,0/2/6,8158,52176,119620,50895,10,1
0,Laofuzi,0/4/5,10650,45635,87226,Marco Polo,4/1/1,11134,62603,56256,Diao Chan,1/3/5,10255,50823,59436,Xiang Yu,1/2/1,10557,41842,102907,Liu Bang,1/1/5,7961,16662,72009,50557,7,1
1,Bai Qi,0/0/8,10479,38471,93705,Hua Mulan,3/0/5,14544,79795,42626,Naklulu,5/3/5,13133,63156,61430,Zhang Liang,3/2/6,11644,85934,36300,Sun Bin,0/2/10,7770,38718,43872,57570,11,8
1,Xiahou Dun,0/0/6,8235,49908,65868,Hua Mulan,2/1/3,9293,49587,38483,Yuan Ge,3/0/3,7018,51273,19308,Pei Qinhu,4/0/1,9241,48925,56479,Zhuang Zhou,1/0/6,6247,33630,51133,40034,10,9
0,Guan Yu,1/1/0,6781,38454,59336,Naklulu,0/4/1,5733,18467,40702,Da Mo,0/2/1,5797,16780,48235,Lv Bu,0/2/1,6172,55809,65862,Bull Demon,0/1/1,4374,25559,55425,28857,1,1
1,Xiang Yu,1/0/5,10136,28163,49369,Da Mo,1/1/1,10388,31296,51845,Yang Yuhuan,3/0/3,9068,61362,36250,Naklulu,1/0/3,9773,26813,38370,Zhang Fei,0/0/6,5993,13437,84133,45358,6,7
0,Hua Mulan,0/1/0,8494,23887,27498,Marco Polo,0/1/0,8231,40498,27615,Jiang Ziya,1/0/0,6844,78192,11767,Dun Shan,0/1/0,7518,13327,40551,Su Lie,0/3/0,4896,20622,85509,35983,1,0
1,Su Lie,2/0/2,8214,47984,52446,Hua Mulan,1/0/2,9160,30668,25445,Yuan Ge,2/0/6,7226,56197,13059,Pei Qinhu,3/0/2,9848,51618,42683,Cai Wenji,0/1/6,5646,12738,46300,40094,8,5
0,Guan Yu,0/1/1,6521,28657,41377,Baili Xuance,1/1/0,7641,26678,30018,Da Mo,0/2/0,5673,17066,43777,Cheng Yaojin,0/1/1,7333,25463,70962,Bull Demon,0/3/1,4239,20181,53221,31407,1,0
1,Hua Mulan,0/0/6,9340,23688,28108,Naklulu,8/0/2,10391,80662,42309,Yuan Ge,2/0/3,8997,46051,17377,Xiahou Dun,0/0/8,8188,30716,64135,Ming Shiyin,1/0/10,6598,5502,27003,43514,11,9
0,Dun Shan,0/3/0,6185,8333,55599,Marco Polo,0/0/0,7737,30112,25777,Zhuang Zhou,0/2/0,5731,35671,46355,Cheng Yaojin,0/4/0,6171,10181,72393,Jiang Ziya,0/2/0,4527,35963,17313,30351,0,0
1,Guan Yu,2/1/11,10065,66887,51000,Monkey King,11/1/2,13602,87527,73014,Jiang Ziya,0/1/9,8953,60527,20560,Da Mo,3/1/5,10058,37770,56495,Bull Demon,0/2/11,6410,17452,53235,49088,16,8
0,Laofuzi,0/3/2,7438,22149,57208,Naklulu,4/3/2,8586,27137,55455,Ganjiang Moye,2/2/4,8369,80172,35696,Dun Shan,0/3/3,7580,27394,74197,Guiguzi,0/5/5,5020,26226,77419,36993,6,0
1,Guan Yu,3/0/3,8525,66219,61400,Gongsun Li,3/0/1,12233,77613,37967,Zhuang Zhou,0/0/4,9528,51752,57887,Da Mo,1/0/4,10274,36489,58592,Bull Demon,1/0/5,6553,22013,58965,47113,8,9
0,Hua Mulan,0/4/0,6824,43249,55347,Marco Polo,0/0/0,7046,46187,37028,Ganjiang Moye,0/2/0,7045,66929,35037,Su Lie,0/0/0,7734,17411,62801,Zhang Fei,0/2/0,5129,18919,97005,33778,0,0
0,Hua Mulan,0/3/2,8859,41568,46310,Sima Yi,1/5/3,8579,40436,62242,Guan Yu,3/5/2,8631,65064,79897,Xiang Yu,1/1/0,9473,32614,56474,Jiang Ziya,0/1/1,7246,35635,17705,42788,5,1
1,Bai Qi,1/1/4,10783,33564,74839,Li Yuanfang,4/2/5,11246,53310,55199,Yang Yuhuan,5/1/6,10037,68510,66792,Da Mo,4/1/2,14279,34641,44581,Guiguzi,1/0/9,7764,20065,48854,54109,15,7
0,Da Mo,2/7/6,11000,77029,88005,Monkey King,1/5/3,12185,48249,77916,Wu Zetian,2/1/6,12303,109428,26281,Su Lie,4/3/5,13587,91953,135167,Guiguzi,1/3/9,7731,40981,88011,56806,10,0
1,Guan Yu,5/3/6,14433,83486,103582,Naklulu,10/2/6,17970,113520,97893,Hua Mulan,3/2/3,14022,77682,60010,Bai Qi,1/2/12,11421,58843,120145,Bull Demon,0/1/13,9760,30489,89275,67606,19,9
0,Dian Wei,0/2/3,11333,36853,55664,Sima Yi,2/4/1,10697,54456,65938,Yuan Ge,4/1/1,11134,120615,39386,Su Lie,0/2/1,10735,29612,95829,Sun Bin,1/1/4,7317,65810,45385,51216,7,1
1,Hua Mulan,3/0/1,15277,65155,53079,Naklulu,2/2/5,15448,64818,75065,Zhuang Zhou,0/2/5,11906,75178,103490,Da Mo,4/3/2,13414,32796,82949,Bull Demon,1/0/3,9135,14860,71215,65180,10,9
0,Da Mo,2/4/2,7901,19027,45953,Gongsun Li,1/3/2,10398,23895,34350,Ganjiang Moye,1/1/1,8962,59518,17058,Bai Qi,0/2/2,7636,9504,48137,Sun Bin,2/0/3,7097,32423,25695,41994,6,3
1,Dian Wei,1/3/0,10019,9823,50247,Marco Polo,4/1/3,12033,46334,36553,Zhang Liang,4/1/4,10009,48333,25370,Dun Shan,0/1/6,9482,15208,48640,Bull Demon,1/0/5,7867,11328,59333,49410,10,8
0,Guan Yu,1/2/1,8686,36306,65980,Marco Polo,0/4/3,10133,47476,54701,Diao Chan,1/3/0,8901,59464,52232,Dun Shan,1/1/0,8613,26717,62105,Su Lie,0/3/1,5562,16992,102175,41895,3,1
1,Bai Qi,3/0/7,10004,36143,81766,Gongsun Li,4/0/6,12072,77256,46754,Yuan Ge,2/2/10,9549,111390,40813,Da Mo,4/1/2,11607,47530,47018,Sun Bin,0/0/9,7500,21516,39135,50732,13,7
0,Hua Mulan,1/3/2,10787,35437,49309,Gongsun Li,7/5/1,11729,74835,58754,Ganjiang Moye,1/1/7,11025,155287,33582,Bai Qi,1/3/5,9281,46865,111850,Zhang Fei,0/4/6,7385,18613,135328,50207,10,1
1,Dian Wei,1/3/8,12518,72354,95055,Marco Polo,7/2/7,14577,88733,51872,Zhang Liang,7/0/5,12788,91448,38629,Xiang Yu,0/3/10,9895,54276,106372,Su Lie,1/2/8,8117,28420,115465,57895,16,9
1,Dian Wei,2/3/4,16349,75542,97592,Marco Polo,3/1/5,16797,151451,83241,Ganjiang Moye,3/2/7,15291,150857,48435,Dun Shan,1/2/5,13544,36326,111949,Zhang Fei,1/2/4,11165,36355,208487,73146,10,9
0,Guan Yu,1/4/5,15749,73532,127610,Gongsun Li,5/1/2,16469,122094,62372,Yuan Ge,3/2/7,15788,157797,70053,Xiang Yu,0/1/4,12647,47038,148833,Su Lie,1/2/6,10292,30734,162990,70945,10,8
0,Guan Yu,1/3/1,9104,40766,48586,Li Yuanfang,1/2/1,8993,37063,46369,Zhang Liang,2/1/2,7655,62570,37432,Su Lie,0/2/2,7035,28679,76260,Bull Demon,1/2/3,5818,23928,80429,38605,5,2
1,Xiang Yu,3/0/5,9375,38223,62157,Ganjiang Moye,0/1/8,9430,82449,21874,Pei Qinhu,6/2/3,11985,63149,63932,Laofuzi,1/1/3,10180,20696,41135,Zhang Fei,0/1/7,6081,32570,86904,47051,10,6
0,Dian Wei,1/3/5,9453,77347,62939,Baili Xuance,3/2/2,11170,50399,55254,Yuan Ge,2/3/2,8064,70635,33558,Laofuzi,0/3/2,8894,42511,58971,Zhang Fei,1/2/3,6087,28264,114680,43668,7,1
1,Bai Qi,3/1/5,9389,45558,85694,Naklulu,4/2/8,12661,96868,59609,Guan Yu,1/2/6,10630,60686,80054,Hua Mulan,4/1/5,12787,41298,44357,Su Lie,1/1/9,7985,39068,82168,53452,13,8
0,Zhu Bajie,3/5/8,9820,53384,124163,Zhao Yun,6/3/8,14939,89469,89872,Shangguan Wan'er,7/2/6,13767,120803,50299,Gongsun Li,1/2/11,13150,138558,55865,Bull Demon,0/1/15,8561,36403,100824,60237,17,6
1,Naklulu,5/2/7,13933,66240,64641,Lv Bu,3/2/6,10409,82311,154398,Chang'e,3/2/10,14288,78439,109758,Sun Shangxiang,2/6/8,16036,95592,75287,Taiyi Zhenren,0/5/11,8575,19652,97747,63241,13,6
1,Sun Shangxiang,1/0/4,8709,36191,21830,Tachibana Ukyo,3/0/6,7734,29953,35031,Zhuge Liang,4/1/1,8160,42341,30364,Laofuzi,0/1/4,7698,18522,26798,Taiyi Zhenren,1/1/4,5482,7840,46441,37783,9,6
0,Zhao Yun,1/3/2,5185,17497,49225,Gongsun Li,0/1/3,6666,24580,20597,Chang'e,1/1/2,6841,36665,37098,Cao Cao,1/1/2,6573,16062,42543,Zhang Liang,0/3/2,4069,16266,29413,29334,3,1
0,Di Renjie,3/3/2,14152,129521,51514,Zhao Yun,0/2/3,12230,26492,72825,Wang Zhaojun,1/1/3,12479,111988,28380,Kai,1/2/3,12130,58377,85783,Xiahou Dun,1/4/2,7936,31416,114678,58927,6,3
1,Yang Jian,3/2/5,13836,59813,106920,Marco Polo,3/0/3,14732,90423,38490,Zhuge Liang,6/1/2,15924,88983,41425,Zhu Bajie,0/2/9,12414,37646,148407,Zhang Fei,0/1/9,8834,16409,119966,65740,12,7
1,Gongsun Li,7/3/6,17418,153854,84820,Pei Qinhu,3/2/10,16537,96414,150208,Zhou Yu,3/3/12,15047,141933,78116,Guan Yu,5/1/5,17947,84806,122308,Dun Shan,0/5/15,11082,17293,128946,78031,18,9
0,Baili Xuance,3/3/3,16844,61024,93573,Sun Ce,3/4/7,17389,87405,120822,Shen Mengxi,5/3/7,16838,187919,59019,Lv Bu,3/5/8,16546,92371,178177,Bull Demon,0/3/8,10120,30323,156852,77737,14,6
1,Marco Polo,4/5/7,17491,157990,115657,Sun Ce,3/2/7,17832,65901,124966,Shen Mengxi,3/2/5,16174,239029,46695,Cao Cao,1/3/3,17294,87842,134503,Zhang Fei,2/2/8,12976,42374,240215,81767,13,5
0,Tachibana Ukyo,2/3/7,16542,79088,142212,Di Renjie,4/3/7,19830,176314,103571,Shangguan Wan'er,4/2/7,17841,138763,93156,Guan Yu,4/1/4,18633,103710,156285,Taiyi Zhenren,0/4/12,12595,20025,195326,85441,14,8
1,Guan Yu,2/0/8,8625,54455,29223,Cheng Yaojin,1/0/7,9552,22823,97563,Pei Qinhu,3/0/7,8662,34325,42502,Chang'e,5/0/6,10537,69636,66654,Zhang Liang,1/2/7,5580,24328,24225,42956,12,9
0,Mai Shiranui,1/3/1,7110,36831,48439,Naklulu,0/2/2,6729,16920,35569,Sun Ce,0/3/0,5670,19792,48327,Bai Qi,1/3/1,6670,24343,77455,Sun Bin,0/1/2,4638,31173,28993,30817,2,0
1,Laofuzi,2/0/6,8745,36835,44308,Tachibana Ukyo,2/2/4,9966,27439,33891,Di Renjie,2/0/9,9929,93795,31457,Zhou Yu,6/1/4,10056,77145,28341,Su Lie,0/1/10,5864,22466,66324,44560,12,8
0,Chang'e,1/1/2,8407,35774,63345,Pangu,0/2/3,7480,18360,43705,Baili Shouyue,2/0/0,7236,60750,16585,Zhu Bajie,1/4/1,5880,12419,87456,Zhang Fei,0/5/3,4265,8766,92317,33268,4,1
0,Li Xin,1/1/5,23417,119345,137408,Bai Qi,0/2/6,17119,60697,187370,Naklulu,3/6/3,21952,92335,121871,Yuan Ge,3/4/6,17667,163378,70518,Jiang Ziya,2/2/4,14501,108941,52371,94656,9,6
1,Shangguan Wan'er,5/1/7,20426,159771,73250,Pei Qinhu,3/2/6,22409,77382,118757,Cao Cao,5/1/7,22212,119350,157072,Xiang Yu,1/2/9,16911,79290,175789,Taiyi Zhenren,1/3/10,14569,17252,167724,96527,15,9
0,Pangu,2/4/5,16196,62850,116695,Zhao Yun,3/4/6,16205,70358,134427,Gongsun Li,4/2/2,19441,99599,97650,Wang Zhaojun,2/2/4,16258,59085,87467,Sun Bin,0/3/7,11692,49309,106086,79792,11,4
1,Shen Mengxi,2/1/8,18223,223025,52044,Tachibana Ukyo,6/3/2,17562,61921,110111,Di Renjie,6/2/3,18717,96768,58370,Laofuzi,1/1/7,17800,35371,120316,Guiguzi,0/4/10,11496,34075,118878,83798,15,8
1,Lv Bu,4/0/9,14353,35527,105637,Sun Ce,1/0/10,14222,41225,93068,Huang Zhong,6/0/5,14604,121115,55725,Shen Mengxi,9/0/7,13058,124865,23779,Zhang Fei,0/0/19,9120,18069,107095,65357,20,9
0,Mozi,0/3/0,10280,88650,66681,Yang Jian,0/5/0,8952,19505,90423,Marco Polo,0/3/0,12003,106093,58624,Guan Yu,0/5/0,10276,42853,86919,Dun Shan,0/4/0,6204,7445,85363,47715,0,1
1,Baili Shouyue,6/2/8,16990,224714,43432,Mozi,5/2/11,16250,217542,84336,Laofuzi,1/3/8,19009,57380,120945,Lanlingwang,9/3/9,18475,83300,97846,Dun Shan,1/4/7,10772,19118,113303,81496,22,8
0,Zhang Liang,1/5/5,13351,78449,110049,Naklulu,8/4/3,16418,86580,125298,Hua Mulan,0/5/7,19044,76704,121036,Pangu,3/3/6,16885,72201,138943,Taiyi Zhenren,1/5/6,11215,29250,180793,76913,13,3
1,Tachibana Ukyo,3/0/5,16937,85262,80001,Jiang Ziya,2/0/8,12155,127920,11764,Lv Bu,1/2/4,13672,81469,127347,Naklulu,4/0/3,17405,61022,74762,Zhuang Zhou,1/0/5,9873,72247,122209,70042,11,8
0,Zhuge Liang,0/2/1,13481,106769,75623,Pei Qinhu,0/2/1,14679,71741,72168,Cao Cao,1/2/1,12243,68073,109706,Su Lie,0/3/2,10176,37526,154880,Guiguzi,1/2/1,7993,17110,77532,58572,2,3
1,Marco Polo,8/0/9,22008,181245,89266,Wang Zhaojun,4/1/10,17400,188341,78799,Zhu Bajie,2/3/8,16382,51073,269872,Yang Jian,3/3/11,17838,89195,156688,Zhang Fei,0/1/13,13333,28976,308596,86961,17,8
0,Chang'e,3/4/3,19350,162369,205869,Tachibana Ukyo,1/2/3,17164,73402,127893,Di Renjie,3/2/5,20637,326520,87709,Laofuzi,0/6/4,17783,50080,153651,Sun Bin,1/3/5,12853,136494,104837,87787,8,9
0,Yuan Ge,0/1/0,5349,19921,27491,Sun Shangxiang,0/1/0,6865,28860,30070,Lv Bu,0/1/0,5565,13948,57367,Cao Cao,0/2/0,4890,8375,51602,Zhang Fei,0/1/0,3744,5714,62003,26413,0,0
1,Zhu Bajie,0/0/5,7772,31024,51521,Taiyi Zhenren,0/0/4,5534,6561,26128,Gongsun Li,1/0/3,9486,75436,22616,Pei Qinhu,3/0/1,8926,23257,33605,Shen Mengxi,2/0/2,7361,54818,14565,39079,6,7
0,Shen Mengxi,10/2/13,22041,340889,78782,Li Bai,8/3/12,21360,167276,142391,Sun Ce,5/4/4,22085,105909,137516,Bai Qi,7/5/12,18730,123325,233875,Taiyi Zhenren,0/4/20,15761,41150,212965,99977,30,5
1,Dun Shan,4/4/6,17204,64317,196313,Athena,1/16/10,18956,83266,290983,Guan Yu,5/4/7,23209,119214,179725,Naklulu,5/4/10,21805,172175,151377,Wang Zhaojun,3/2/9,19065,188871,104738,100239,18,9
0,Da Mo,1/3/1,8833,41998,52723,Ake,0/2/0,8971,23311,39619,Diao Chan,1/2/0,8333,73027,66320,Xiang Yu,0/2/1,8408,36626,59949,Guiguzi,0/2/1,5779,23145,60644,40324,2,2
1,Su Lie,1/1/5,10203,33275,94884,Hua Mulan,4/1/3,11525,56889,40299,Sun Bin,3/0/6,9594,75131,15717,Naklulu,3/0/2,10699,36360,52802,Zhuang Zhou,0/0/7,6678,32260,55280,48699,11,9
0,Da Mo,1/2/1,6572,37561,47903,Marco Polo,0/2/2,6508,21227,36240,Lv Bu,0/2/2,6751,31743,56724,Xiang Yu,1/2/0,6033,30324,52990,Bull Demon,0/4/1,3679,19033,50493,29543,2,0
1,Dun Shan,0/1/7,7752,19235,40427,Dian Wei,3/0/5,9694,46171,43605,Ganjiang Moye,4/1/5,8060,75013,20980,Naklulu,5/0/5,9261,47709,44121,Cai Wenji,0/0/11,6157,23954,45649,40924,12,9
0,Hua Mulan,0/1/0,9329,17534,28421,Sun Shangxiang,1/2/0,8565,22468,30898,Xiaoqiao,0/2/0,7075,49774,25263,Bai Qi,0/1/1,8082,26643,61597,Zhuang Zhou,0/1/1,5265,33152,75953,38316,1,0
1,Xiang Yu,2/0/1,10066,20671,51535,Da Mo,1/0/2,11234,35349,54548,Yang Yuhuan,0/0/5,8289,58421,51328,Naklulu,3/1/3,10899,39702,43813,Sun Bin,1/0/4,6902,38080,33809,47390,7,7
0,Da Mo,1/2/0,9125,19367,38202,Marco Polo,1/3/0,8520,31804,38814,Yang Yuhuan,0/2/0,8028,46990,50298,Bai Qi,0/3/1,6794,18854,74049,Zhang Fei,0/4/0,5347,12328,93434,37814,2,2
1,Lv Bu,4/1/6,10066,42745,65867,Pei Qinhu,0/0/11,10085,44349,53199,Yuan Ge,4/0/9,9841,102148,21425,Hua Mulan,5/1/4,9949,33926,28818,Guiguzi,1/0/12,6449,21608,39565,46390,14,8
0,Da Mo,2/2/1,10192,41393,55331,Marco Polo,1/3/3,9980,50651,49971,Yang Yuhuan,3/4/3,9763,102884,58355,Bai Qi,1/1/4,8840,36937,95616,Zhang Fei,0/2/4,6366,32117,97231,45141,7,5
1,Lv Bu,2/0/3,10530,44995,82847,Pei Qinhu,1/1/9,10028,69546,57989,Yuan Ge,8/2/4,11022,128408,34450,Xiahou Dun,1/3/6,8439,27049,71502,Taiyi Zhenren,0/1/8,7347,20664,70551,47366,12,5
