,Hero 1,Hero 2,Winning rate,# of rounds,# of winning rounds ▽
1352,Jiang Ziya,Zhuang Zhou,0.75,8,6.0
3101,Ganjiang Moye,Cao Cao,0.75,8,6.0
1359,Jiang Ziya,Kai,0.42857142857142855,14,6.0
1576,Su Lie,Lanlingwang,0.375,16,6.0
3405,Cao Cao,Sun Ce,0.5,12,6.0
1373,Jiang Ziya,Yunzhongjun,0.5454545454545454,11,6.0
3070,Xiang Yu,Xiaoqiao,0.4,15,6.0
2729,Xiahou Dun,Zhuang Zhou,0.3333333333333333,18,6.0
2575,Lanlingwang,Yào,0.46153846153846156,13,6.0
3435,Cao Cao,Sima Yi,0.8571428571428571,7,6.0
3374,Shangguan Wan'er,Miyue,0.75,8,6.0
2310,Pangu,Cai Wenji,0.2857142857142857,21,6.0
1519,Zhang Liang,Da Mo,0.8571428571428571,7,6.0
1018,Sun Shangxiang,Xiaoqiao,0.75,8,6.0
3829,Yingzheng,Da Mo,0.6,10,6.0
1527,Zhang Liang,Li Xin,0.75,8,6.0
1528,Zhang Liang,Kai,0.4,15,6.0
1017,Sun Shangxiang,Bian Que,0.42857142857142855,14,6.0
3353,Shangguan Wan'er,Cheng Yaojin,0.6666666666666666,9,6.0
416,Lv Bu,Wang Zhaojun,0.16666666666666666,36,6.0
1513,Zhang Liang,Agudo,1.0,6,6.0
2302,Pangu,Baili Shouyue,0.5454545454545454,11,6.0
2300,Pangu,Sun Ce,0.6666666666666666,9,6.0
417,Lv Bu,Hua Mulan,0.3,20,6.0
421,Lv Bu,Xiahou Dun,0.3157894736842105,19,6.0
445,Lv Bu,Da Mo,0.46153846153846156,13,6.0
1569,Su Lie,Bull Demon,0.3333333333333333,18,6.0
446,Lv Bu,Cheng Yaojin,0.2608695652173913,23,6.0
3930,Yuan Ge,Cai Wenji,1.0,6,6.0
3735,Kuangtie,Mozi,0.8571428571428571,7,6.0
808,Pei Qinhu,Li Yuanfang,0.5454545454545454,11,6.0
2455,Hua Mulan,Cai Wenji,0.8571428571428571,7,6.0
3255,Xishi,Yáo,1.0,6,6.0
2527,Liu Bang,Toho Taiichi,0.375,16,6.0
3644,Yang Jian,Bian Que,0.6666666666666666,9,6.0
992,Sun Shangxiang,Diao Chan,0.5454545454545454,11,6.0
3687,Diao Chan,Li Xin,0.6666666666666666,9,6.0
3728,Kuangtie,Baili Shouyue,0.5,12,6.0
3925,Yuan Ge,Cheng Yaojin,0.4,15,6.0
829,Pei Qinhu,Wu Zetian,0.42857142857142855,14,6.0
357,Gongsun Li,Li Xin,0.25,24,6.0
3410,Cao Cao,Cheng Yaojin,0.38461538461538464,13,5.0
3400,Cao Cao,Yang Jian,0.4166666666666667,12,5.0
563,Guan Yu,Yunzhongjun,0.3333333333333333,15,5.0
1926,Laofuzi,Zhuang Zhou,0.5555555555555556,9,5.0
564,Guan Yu,Mengqi,0.625,8,5.0
3360,Shangguan Wan'er,Li Xin,0.45454545454545453,11,5.0
3411,Cao Cao,Zhuang Zhou,0.5555555555555556,9,5.0
1941,Laofuzi,Bian Que,0.3333333333333333,15,5.0
3431,Cao Cao,Miyue,0.8333333333333334,6,5.0
1938,Laofuzi,Genghis Khan,0.625,8,5.0
2221,Di Renjie,Yang Jian,0.7142857142857143,7,5.0
3886,Sun Ce,Kai,0.3333333333333333,15,5.0
3463,Yang Yuhuan,Baili Shouyue,1.0,5,5.0
3472,Yang Yuhuan,Toho Taiichi,0.5,10,5.0
3825,Yingzheng,Sun Ce,0.5,10,5.0
3753,Kuangtie,Yunzhongjun,0.7142857142857143,7,5.0
3831,Yingzheng,Zhuang Zhou,0.5555555555555556,9,5.0
636,Zhu Bajie,Zhuang Zhou,0.4166666666666667,12,5.0
3691,Diao Chan,Houyi,1.0,5,5.0
1841,Ma Chao,Sun Ce,0.5,10,5.0
3685,Diao Chan,Cai Wenji,1.0,5,5.0
3677,Diao Chan,Baili Shouyue,0.38461538461538464,13,5.0
3875,Sun Ce,Baili Shouyue,0.5555555555555556,9,5.0
3876,Sun Ce,Chang'e,0.625,8,5.0
3632,Yang Jian,Mozi,0.625,8,5.0
3629,Yang Jian,Zhuang Zhou,0.625,8,5.0
630,Zhu Bajie,Sun Ce,0.4166666666666667,12,5.0
3624,Yang Jian,Yuan Ge,0.35714285714285715,14,5.0
3620,Yang Jian,Kuangtie,0.7142857142857143,7,5.0
3882,Sun Ce,Mozi,1.0,5,5.0
3529,Li Yuanfang,Kai,0.7142857142857143,7,5.0
3520,Li Yuanfang,Da Mo,0.5,10,5.0
3341,Shangguan Wan'er,Li Yuanfang,0.8333333333333334,6,5.0
1904,Laofuzi,Master Luban,0.7142857142857143,7,5.0
613,Zhu Bajie,Yu Ji,0.35714285714285715,14,5.0
610,Zhu Bajie,Xiahou Dun,1.0,5,5.0
3512,Li Yuanfang,Diao Chan,0.4166666666666667,12,5.0
595,Zhu Bajie,Su Lie,0.16666666666666666,30,5.0
3481,Yang Yuhuan,Nezha,1.0,5,5.0
3343,Shangguan Wan'er,Yang Jian,0.7142857142857143,7,5.0
3035,Xiang Yu,Daqiao,0.38461538461538464,13,5.0
3922,Yuan Ge,Baili Shouyue,0.7142857142857143,7,5.0
554,Guan Yu,Genghis Khan,0.5,10,5.0
476,Lv Bu,Monkey King,0.7142857142857143,7,5.0
2679,Zhou Yu,Yáo,0.7142857142857143,7,5.0
2648,Zhou Yu,Li Yuanfang,0.2,25,5.0
2140,Bai Qi,Yào,1.0,5,5.0
274,Zhang Fei,Miyue,0.5,10,5.0
2144,Bai Qi,Li Yuanfang,0.38461538461538464,13,5.0
2585,Lanlingwang,Yingzheng,0.2,25,5.0
2576,Lanlingwang,Shangguan Wan'er,0.3125,16,5.0
2567,Lanlingwang,Guiguzi,1.0,5,5.0
468,Lv Bu,Yunzhongjun,0.5,10,5.0
2550,Liu Bang,Luban 7,0.3333333333333333,15,5.0
2537,Liu Bang,Bian Que,0.625,8,5.0
2526,Liu Bang,Cai Wenji,0.38461538461538464,13,5.0
2518,Liu Bang,Baili Shouyue,0.5555555555555556,9,5.0
2497,Liu Bang,Guiguzi,0.5555555555555556,9,5.0
2464,Hua Mulan,Zhuge Liang,0.8333333333333334,6,5.0
2462,Hua Mulan,Baili Xuance,0.38461538461538464,13,5.0
2167,Bai Qi,Houyi,0.8333333333333334,6,5.0
4176,Zhuang Zhou,Ming Shiyin,1.0,5,5.0
2440,Hua Mulan,Yang Jian,0.3333333333333333,15,5.0
2391,Wang Zhaojun,Genghis Khan,0.5,10,5.0
2385,Wang Zhaojun,Li Xin,0.3333333333333333,15,5.0
2368,Wang Zhaojun,Yang Jian,0.625,8,5.0
2319,Pangu,Zhuge Liang,0.3333333333333333,15,5.0
4313,Cai Wenji,Dian Wei,1.0,5,5.0
2131,Bai Qi,Xiahou Dun,1.0,5,5.0
2102,Bull Demon,Yunzhongjun,0.625,8,5.0
2093,Bull Demon,Genghis Khan,0.8333333333333334,6,5.0
178,Taiyi Zhenren,Mengqi,0.45454545454545453,11,5.0
3286,Yào,Diao Chan,0.8333333333333334,6,5.0
3285,Yào,Yang Jian,0.38461538461538464,13,5.0
4363,Toho Taiichi,Mengqi,0.4166666666666667,12,5.0
3283,Yào,Li Yuanfang,0.7142857142857143,7,5.0
551,Guan Yu,Dian Wei,0.5,10,5.0
3249,Xishi,Genghis Khan,0.5555555555555556,9,5.0
3970,Baili Shouyue,Da Mo,0.7142857142857143,7,5.0
3122,Ganjiang Moye,Li Xin,0.5,10,5.0
3115,Ganjiang Moye,Cheng Yaojin,0.25,20,5.0
172,Taiyi Zhenren,Xiaoqiao,0.38461538461538464,13,5.0
3019,Master Luban,Luban 7,0.625,8,5.0
3992,Baili Shouyue,Miyue,0.8333333333333334,6,5.0
2089,Bull Demon,Wu Zetian,0.625,8,5.0
2918,Yu Ji,Kuangtie,0.19230769230769232,26,5.0
2913,Yu Ji,Yang Yuhuan,0.38461538461538464,13,5.0
4066,Da Mo,Toho Taiichi,0.625,8,5.0
2847,Meng Ya,Cao Cao,0.8333333333333334,6,5.0
2812,Guiguzi,Xiaoqiao,0.35714285714285715,14,5.0
2809,Guiguzi,Zhuge Liang,0.5,10,5.0
262,Zhang Fei,Wu Zetian,0.3333333333333333,15,5.0
2773,Guiguzi,Yu Ji,0.8333333333333334,6,5.0
2755,Xiahou Dun,Han Xin,0.29411764705882354,17,5.0
2735,Xiahou Dun,Li Xin,0.3125,16,5.0
2088,Bull Demon,Kai,0.625,8,5.0
2580,Lanlingwang,Meng Tian,0.7142857142857143,7,5.0
2278,Pangu,Lanlingwang,0.8333333333333334,6,5.0
1004,Sun Shangxiang,Luna,0.7142857142857143,7,5.0
1657,Sun Bin,Liu Bang,0.4166666666666667,12,5.0
1784,Mai Shiranui,Huang Zhong,1.0,5,5.0
1187,Dun Shan,Wu Zetian,0.625,8,5.0
744,Tachibana Ukyo,Bian Que,0.8333333333333334,6,5.0
1626,Su Lie,Mengqi,0.2777777777777778,18,5.0
1585,Su Lie,Daqiao,1.0,5,5.0
1272,Lian Po,Li Xin,0.5555555555555556,9,5.0
1237,Lian Po,Liu Bang,0.13513513513513514,37,5.0
1444,Zhao Yun,Kai,0.38461538461538464,13,5.0
1693,Sun Bin,Kai,0.38461538461538464,13,5.0
1384,Jiang Ziya,Liu Shan,0.45454545454545453,11,5.0
1741,Mai Shiranui,Xiahou Dun,0.14285714285714285,35,5.0
748,Tachibana Ukyo,Angela,0.3333333333333333,15,5.0
1476,Zhao Yun,Gao Jianli,1.0,5,5.0
1705,Sun Bin,Angela,0.8333333333333334,6,5.0
1338,Jiang Ziya,Yang Yuhuan,1.0,5,5.0
1432,Zhao Yun,Yuan Ge,0.625,8,5.0
1449,Zhao Yun,Genghis Khan,0.35714285714285715,14,5.0
1533,Zhang Liang,Genghis Khan,0.38461538461538464,13,5.0
921,Naklulu,Dian Wei,0.35714285714285715,14,5.0
815,Pei Qinhu,Sun Ce,0.625,8,5.0
1116,Shen Mengxi,Li Bai,0.45454545454545453,11,5.0
1441,Zhao Yun,Cai Wenji,0.7142857142857143,7,5.0
1766,Mai Shiranui,Cheng Yaojin,0.29411764705882354,17,5.0
925,Naklulu,Zhuge Liang,0.7142857142857143,7,5.0
841,Pei Qinhu,Miyue,0.35714285714285715,14,5.0
1022,Sun Shangxiang,Miyue,0.7142857142857143,7,5.0
758,Tachibana Ukyo,Monkey King,0.5,8,4.0
3422,Cao Cao,Baili Xuance,0.36363636363636365,11,4.0
3408,Cao Cao,Chang'e,0.3076923076923077,13,4.0
2561,Liu Bang,Gao Jianli,1.0,4,4.0
165,Taiyi Zhenren,Dian Wei,0.23529411764705882,17,4.0
1206,Dun Shan,Athena,1.0,4,4.0
2687,Zhou Yu,Han Xin,1.0,4,4.0
1454,Zhao Yun,Huang Zhong,0.23529411764705882,17,4.0
2694,Zhou Yu,Miyamoto Musashi,1.0,4,4.0
4356,Toho Taiichi,Bian Que,0.4444444444444444,9,4.0
440,Lv Bu,Yingzheng,0.3333333333333333,12,4.0
1558,Zhang Liang,Zhong Kui,1.0,4,4.0
2048,Bull Demon,Di Renjie,0.4444444444444444,9,4.0
1683,Sun Bin,Chang'e,0.13333333333333333,30,4.0
434,Lv Bu,Li Yuanfang,0.8,5,4.0
1559,Zhang Liang,Liu Bei,1.0,4,4.0
3050,Xiang Yu,Baili Shouyue,0.5714285714285714,7,4.0
1336,Jiang Ziya,Shangguan Wan'er,1.0,4,4.0
1999,Jing,Yuan Ge,1.0,4,4.0
177,Taiyi Zhenren,Yunzhongjun,0.5714285714285714,7,4.0
1949,Laofuzi,Yixing,0.5714285714285714,7,4.0
4162,Zhuang Zhou,Xiaoqiao,0.2857142857142857,14,4.0
2322,Pangu,Xiaoqiao,0.6666666666666666,6,4.0
2321,Pangu,Bian Que,0.5714285714285714,7,4.0
4388,Li Xin,Baili Xuance,0.4444444444444444,9,4.0
2982,Master Luban,Kuangtie,0.36363636363636365,11,4.0
1412,Zhao Yun,Guiguzi,0.36363636363636365,11,4.0
4707,Xiaoqiao,Li Bai,1.0,4,4.0
1193,Dun Shan,Nezha,1.0,4,4.0
2314,Pangu,Wu Zetian,0.4444444444444444,9,4.0
1538,Zhang Liang,Huang Zhong,0.16666666666666666,24,4.0
3427,Cao Cao,Xiaoqiao,0.6666666666666666,6,4.0
568,Guan Yu,Han Xin,0.8,5,4.0
176,Taiyi Zhenren,Miyue,0.8,5,4.0
4711,Xiaoqiao,Monkey King,1.0,4,4.0
1411,Zhao Yun,Xiahou Dun,0.36363636363636365,11,4.0
2301,Pangu,Yuan Ge,0.6666666666666666,6,4.0
4549,Houyi,Liu Bei,1.0,4,4.0
3434,Cao Cao,Yixing,0.6666666666666666,6,4.0
1201,Dun Shan,Mengqi,1.0,4,4.0
173,Taiyi Zhenren,Huang Zhong,0.10810810810810811,37,4.0
1703,Sun Bin,Huang Zhong,1.0,4,4.0
2276,Pangu,Hua Mulan,0.5714285714285714,7,4.0
2501,Liu Bang,Xiang Yu,0.2857142857142857,14,4.0
3402,Cao Cao,Kuangtie,0.4444444444444444,9,4.0
4083,Da Mo,Mengqi,0.5,8,4.0
3306,Yào,Houyi,1.0,4,4.0
3304,Yào,Wu Zetian,0.3333333333333333,12,4.0
1002,Sun Shangxiang,Zhuang Zhou,0.2857142857142857,14,4.0
1273,Lian Po,Kai,0.36363636363636365,11,4.0
2128,Bai Qi,Liu Bang,0.5714285714285714,7,4.0
458,Lv Bu,Baili Xuance,0.23529411764705882,17,4.0
1252,Lian Po,Yang Yuhuan,1.0,4,4.0
3931,Yuan Ge,Toho Taiichi,0.5,8,4.0
2749,Xiahou Dun,Miyue,0.8,5,4.0
972,Sun Shangxiang,Hua Mulan,0.3333333333333333,12,4.0
2737,Xiahou Dun,Wu Zetian,0.2222222222222222,18,4.0
4120,Cheng Yaojin,Xiaoqiao,0.5714285714285714,7,4.0
3956,Yuan Ge,Ming Shiyin,0.8,5,4.0
1597,Su Lie,Yingzheng,0.15384615384615385,26,4.0
1616,Su Lie,Genghis Khan,0.4,10,4.0
2524,Liu Bang,Luna,0.5,8,4.0
2523,Liu Bang,Galo,0.2222222222222222,18,4.0
4316,Cai Wenji,Genghis Khan,0.5,8,4.0
739,Tachibana Ukyo,Houyi,0.5,8,4.0
2170,Bai Qi,Zhuge Liang,0.5,8,4.0
3196,Daqiao,Angela,1.0,4,4.0
1275,Lian Po,Dian Wei,0.8,5,4.0
3906,Sun Ce,Athena,0.6666666666666666,6,4.0
2551,Liu Bang,Monkey King,0.5,8,4.0
157,Taiyi Zhenren,Galo,0.5714285714285714,7,4.0
717,Tachibana Ukyo,Meng Tian,0.2857142857142857,14,4.0
3981,Baili Shouyue,Dian Wei,0.6666666666666666,6,4.0
3375,Shangguan Wan'er,Yunzhongjun,0.6666666666666666,6,4.0
3063,Xiang Yu,Dian Wei,0.2857142857142857,14,4.0
3065,Xiang Yu,Baili Xuance,0.6666666666666666,6,4.0
3366,Shangguan Wan'er,Genghis Khan,0.4444444444444444,9,4.0
4548,Houyi,Zhong Kui,1.0,4,4.0
1021,Sun Shangxiang,Angela,0.8,5,4.0
1661,Sun Bin,Guiguzi,0.8,5,4.0
513,Guan Yu,Liu Bang,0.5714285714285714,7,4.0
2714,Xiahou Dun,Cao Cao,0.4444444444444444,9,4.0
1112,Shen Mengxi,Yunzhongjun,0.8,5,4.0
3977,Baili Shouyue,Toho Taiichi,0.5714285714285714,7,4.0
4350,Toho Taiichi,Dian Wei,0.3333333333333333,12,4.0
2502,Liu Bang,Ganjiang Moye,0.4444444444444444,9,4.0
448,Lv Bu,Galo,0.8,5,4.0
4158,Zhuang Zhou,Genghis Khan,0.8,5,4.0
3097,Ganjiang Moye,Daqiao,0.3076923076923077,13,4.0
1453,Zhao Yun,Xiaoqiao,1.0,4,4.0
81,Marco Polo,Sima Yi,0.5714285714285714,7,4.0
486,Lv Bu,Gao Jianli,0.8,5,4.0
1188,Dun Shan,Dian Wei,0.4444444444444444,9,4.0
2166,Bai Qi,Dian Wei,0.36363636363636365,11,4.0
913,Naklulu,Galo,0.16,25,4.0
3626,Yang Jian,Chang'e,1.0,4,4.0
1313,Jiang Ziya,Mai Shiranui,0.2857142857142857,14,4.0
3634,Yang Jian,Toho Taiichi,0.36363636363636365,11,4.0
2652,Zhou Yu,Kuangtie,0.26666666666666666,15,4.0
1831,Ma Chao,Shangguan Wan'er,0.5714285714285714,7,4.0
1880,Ma Chao,Miyamoto Musashi,1.0,4,4.0
1778,Mai Shiranui,Baili Xuance,0.4444444444444444,9,4.0
1047,Shen Mengxi,Jiang Ziya,1.0,4,4.0
4113,Cheng Yaojin,Dian Wei,0.4,10,4.0
1763,Mai Shiranui,Baili Shouyue,0.5714285714285714,7,4.0
1165,Dun Shan,Yang Yuhuan,0.3333333333333333,12,4.0
2370,Wang Zhaojun,Kuangtie,0.18181818181818182,22,4.0
627,Zhu Bajie,Kuangtie,0.6666666666666666,6,4.0
1754,Mai Shiranui,Li Yuanfang,0.17391304347826086,23,4.0
1897,Laofuzi,Liu Bang,0.25,16,4.0
622,Zhu Bajie,Yang Yuhuan,0.4444444444444444,9,4.0
1902,Laofuzi,Meng Ya,0.5714285714285714,7,4.0
2379,Wang Zhaojun,Zhuang Zhou,0.4,10,4.0
2807,Guiguzi,Baili Xuance,0.2222222222222222,18,4.0
673,Zhu Bajie,Zhong Kui,0.5,8,4.0
4076,Da Mo,Bian Que,0.4444444444444444,9,4.0
3637,Yang Jian,Wu Zetian,0.3076923076923077,13,4.0
2390,Wang Zhaojun,Baili Xuance,0.4,10,4.0
1090,Shen Mengxi,Cheng Yaojin,0.6666666666666666,6,4.0
3654,Yang Jian,Li Bai,0.5,8,4.0
1843,Ma Chao,Baili Shouyue,0.18181818181818182,22,4.0
1844,Ma Chao,Chang'e,0.25,16,4.0
1422,Zhao Yun,Cao Cao,0.23529411764705882,17,4.0
635,Zhu Bajie,Cheng Yaojin,0.6666666666666666,6,4.0
2864,Meng Ya,Luna,0.6666666666666666,6,4.0
1774,Mai Shiranui,Kai,0.4444444444444444,9,4.0
838,Pei Qinhu,Huang Zhong,1.0,4,4.0
2588,Lanlingwang,Baili Shouyue,0.4,10,4.0
1094,Shen Mengxi,Mozi,1.0,4,4.0
2400,Wang Zhaojun,Yunzhongjun,0.5,8,4.0
3852,Yingzheng,Yunzhongjun,0.8,5,4.0
934,Naklulu,Mengqi,0.5,8,4.0
1421,Zhao Yun,Shangguan Wan'er,0.16666666666666666,24,4.0
2910,Yu Ji,Yào,0.23529411764705882,17,4.0
3857,Yingzheng,Han Xin,0.3076923076923077,13,4.0
1517,Zhang Liang,Baili Shouyue,0.36363636363636365,11,4.0
275,Zhang Fei,Yunzhongjun,0.5714285714285714,7,4.0
1863,Ma Chao,Xiaoqiao,0.6666666666666666,6,4.0
1833,Ma Chao,Yang Yuhuan,0.2,20,4.0
2924,Yu Ji,Chang'e,0.6666666666666666,6,4.0
2378,Wang Zhaojun,Cheng Yaojin,1.0,4,4.0
674,Zhu Bajie,Liu Bei,1.0,4,4.0
1932,Laofuzi,Li Xin,0.8,5,4.0
656,Zhu Bajie,Miyue,1.0,4,4.0
2599,Lanlingwang,Kai,0.4444444444444444,9,4.0
699,Tachibana Ukyo,Hua Mulan,0.8,5,4.0
1027,Sun Shangxiang,Li Bai,0.36363636363636365,11,4.0
2467,Hua Mulan,Xiaoqiao,0.21052631578947367,19,4.0
2946,Yu Ji,Angela,0.6666666666666666,6,4.0
3744,Kuangtie,Genghis Khan,0.8,5,4.0
5035,Zhong Kui,Liu Bei,1.0,4,4.0
3527,Li Yuanfang,Toho Taiichi,0.4,10,4.0
3524,Li Yuanfang,Luna,1.0,4,4.0
4119,Cheng Yaojin,Bian Que,0.8,5,4.0
1737,Mai Shiranui,Hua Mulan,0.36363636363636365,11,4.0
2473,Hua Mulan,Mengqi,0.5714285714285714,7,4.0
1183,Dun Shan,Cai Wenji,1.0,4,4.0
1936,Laofuzi,Houyi,1.0,4,4.0
1937,Laofuzi,Baili Xuance,0.4,10,4.0
844,Pei Qinhu,Yixing,1.0,4,4.0
4077,Da Mo,Xiaoqiao,0.6666666666666666,6,4.0
3827,Yingzheng,Baili Shouyue,0.6666666666666666,6,4.0
3994,Baili Shouyue,Mengqi,0.4444444444444444,9,4.0
2790,Guiguzi,Sun Ce,0.2857142857142857,14,4.0
4163,Zhuang Zhou,Huang Zhong,0.5,8,4.0
2356,Wang Zhaojun,Yu Ji,0.13333333333333333,30,4.0
835,Pei Qinhu,Nezha,0.6666666666666666,6,4.0
1788,Mai Shiranui,Yunzhongjun,0.5714285714285714,7,4.0
3738,Kuangtie,Li Xin,0.5714285714285714,7,4.0
649,Zhu Bajie,Zhuge Liang,0.8,5,4.0
3880,Sun Ce,Galo,1.0,4,4.0
2432,Hua Mulan,Daqiao,0.19047619047619047,21,4.0
2851,Meng Ya,Yang Jian,0.8,5,4.0
1921,Laofuzi,Yuan Ge,0.25,16,4.0
2936,Yu Ji,Dian Wei,0.8,5,4.0
828,Pei Qinhu,Kai,0.13043478260869565,23,3.0
2173,Bai Qi,Xiaoqiao,0.3,10,3.0
3972,Baili Shouyue,Zhuang Zhou,0.75,4,3.0
2811,Guiguzi,Bian Que,0.6,5,3.0
371,Gongsun Li,Miyue,1.0,3,3.0
2748,Xiahou Dun,Angela,0.6,5,3.0
3120,Ganjiang Moye,Cai Wenji,1.0,3,3.0
2868,Meng Ya,Li Xin,0.6,5,3.0
2861,Meng Ya,Cheng Yaojin,1.0,3,3.0
4191,Galo,Cai Wenji,0.75,4,3.0
2745,Xiahou Dun,Xiaoqiao,0.21428571428571427,14,3.0
2424,Hua Mulan,Zhou Yu,0.5,6,3.0
2202,Di Renjie,Hua Mulan,1.0,3,3.0
1274,Lian Po,Wu Zetian,0.375,8,3.0
2744,Xiahou Dun,Bian Que,0.2727272727272727,11,3.0
977,Sun Shangxiang,Guiguzi,0.75,4,3.0
3946,Yuan Ge,Miyue,1.0,3,3.0
372,Gongsun Li,Yunzhongjun,1.0,3,3.0
1586,Su Lie,Xishi,0.25,12,3.0
927,Naklulu,Bian Que,0.75,4,3.0
2509,Liu Bang,Li Yuanfang,0.2,15,3.0
3948,Yuan Ge,Mengqi,0.75,4,3.0
3182,Daqiao,Toho Taiichi,0.6,5,3.0
2511,Liu Bang,Yang Jian,0.2,15,3.0
2436,Hua Mulan,Cao Cao,1.0,3,3.0
2752,Xiahou Dun,Yixing,1.0,3,3.0
3188,Daqiao,Baili Xuance,0.42857142857142855,7,3.0
3971,Baili Shouyue,Cheng Yaojin,0.75,4,3.0
2787,Guiguzi,Kuangtie,0.42857142857142855,7,3.0
2894,Meng Ya,Liu Shan,1.0,3,3.0
3037,Xiang Yu,Yào,0.5,6,3.0
1551,Zhang Liang,Ming Shiyin,0.75,4,3.0
2367,Wang Zhaojun,Meng Tian,0.42857142857142855,7,3.0
3047,Xiang Yu,Yingzheng,0.21428571428571427,14,3.0
3039,Xiang Yu,Cao Cao,0.375,8,3.0
2931,Yu Ji,Cai Wenji,0.75,4,3.0
1310,Jiang Ziya,Zhang Liang,0.6,5,3.0
1341,Jiang Ziya,Yang Jian,0.15789473684210525,19,3.0
2934,Yu Ji,Kai,0.5,6,3.0
1366,Jiang Ziya,Nezha,1.0,3,3.0
1477,Zhao Yun,Miledy,1.0,3,3.0
2925,Yu Ji,Da Mo,0.3,10,3.0
3024,Master Luban,Miyamoto Musashi,0.5,6,3.0
1542,Zhang Liang,Yunzhongjun,0.75,4,3.0
2306,Pangu,Zhuang Zhou,0.5,6,3.0
2307,Pangu,Galo,0.16666666666666666,18,3.0
2353,Wang Zhaojun,Xiahou Dun,0.25,12,3.0
4090,Da Mo,Monkey King,0.42857142857142855,7,3.0
392,Gongsun Li,Zhen Ji,0.75,4,3.0
2486,Hua Mulan,Ake,0.75,4,3.0
3997,Baili Shouyue,Li Bai,1.0,3,3.0
1456,Zhao Yun,Angela,0.3,10,3.0
2286,Pangu,Ganjiang Moye,0.13636363636363635,22,3.0
4065,Da Mo,Cai Wenji,0.6,5,3.0
2326,Pangu,Miyue,1.0,3,3.0
3111,Ganjiang Moye,Yuan Ge,0.5,6,3.0
1370,Jiang Ziya,Yáo,0.2,15,3.0
2226,Di Renjie,Sun Ce,0.3,10,3.0
750,Tachibana Ukyo,Yunzhongjun,1.0,3,3.0
194,Taiyi Zhenren,Liu Bei,1.0,3,3.0
752,Tachibana Ukyo,Yixing,0.5,6,3.0
3979,Baili Shouyue,Kai,0.42857142857142855,7,3.0
1285,Lian Po,Angela,1.0,3,3.0
3068,Xiang Yu,Nezha,0.75,4,3.0
2248,Di Renjie,Xiaoqiao,1.0,3,3.0
3053,Xiang Yu,Cheng Yaojin,0.6,5,3.0
3980,Baili Shouyue,Wu Zetian,0.25,12,3.0
1518,Zhang Liang,Chang'e,0.3,10,3.0
1520,Zhang Liang,Cheng Yaojin,0.3333333333333333,9,3.0
3059,Xiang Yu,Toho Taiichi,0.42857142857142855,7,3.0
2265,Di Renjie,Miyamoto Musashi,0.5,6,3.0
329,Gongsun Li,Master Luban,0.6,5,3.0
4060,Da Mo,Cheng Yaojin,0.6,5,3.0
2916,Yu Ji,Yang Jian,0.2727272727272727,11,3.0
2375,Wang Zhaojun,Baili Shouyue,0.75,4,3.0
1354,Jiang Ziya,Luna,0.125,24,3.0
2609,Lanlingwang,Huang Zhong,1.0,3,3.0
2519,Liu Bang,Chang'e,0.42857142857142855,7,3.0
3521,Li Yuanfang,Cheng Yaojin,0.3,10,3.0
3887,Sun Ce,Wu Zetian,0.2727272727272727,11,3.0
1946,Laofuzi,Miyue,0.75,4,3.0
1945,Laofuzi,Angela,0.75,4,3.0
3513,Li Yuanfang,Kuangtie,0.2,15,3.0
1942,Laofuzi,Xiaoqiao,0.3333333333333333,9,3.0
3516,Li Yuanfang,Sun Ce,0.5,6,3.0
3517,Li Yuanfang,Yuan Ge,0.75,4,3.0
1182,Dun Shan,Mozi,0.08333333333333333,36,3.0
4366,Toho Taiichi,Li Bai,1.0,3,3.0
2661,Zhou Yu,Zhuang Zhou,0.5,6,3.0
1417,Zhao Yun,Ganjiang Moye,0.3,10,3.0
1924,Laofuzi,Da Mo,0.2727272727272727,11,3.0
676,Zhu Bajie,Miledy,1.0,3,3.0
3537,Li Yuanfang,Bian Que,0.375,8,3.0
3543,Li Yuanfang,Yunzhongjun,1.0,3,3.0
580,Guan Yu,Liu Bei,1.0,3,3.0
1952,Laofuzi,Han Xin,1.0,3,3.0
3889,Sun Ce,Houyi,0.5,6,3.0
3474,Yang Yuhuan,Kai,0.6,5,3.0
3471,Yang Yuhuan,Cai Wenji,0.5,6,3.0
1991,Jing,Li Yuanfang,0.25,12,3.0
3428,Cao Cao,Huang Zhong,0.75,4,3.0
1707,Sun Bin,Yunzhongjun,0.42857142857142855,7,3.0
1203,Dun Shan,Sima Yi,0.3333333333333333,9,3.0
1200,Dun Shan,Yunzhongjun,0.375,8,3.0
3438,Cao Cao,Athena,1.0,3,3.0
3444,Cao Cao,Miyamoto Musashi,0.75,4,3.0
2164,Bai Qi,Kai,0.75,4,3.0
1439,Zhao Yun,Luna,1.0,3,3.0
3454,Yang Yuhuan,Li Yuanfang,0.5,6,3.0
567,Guan Yu,Li Bai,0.75,4,3.0
1199,Dun Shan,Miyue,0.1875,16,3.0
1195,Dun Shan,Xiaoqiao,0.5,6,3.0
572,Guan Yu,Ming Shiyin,1.0,3,3.0
1194,Dun Shan,Bian Que,0.6,5,3.0
3544,Li Yuanfang,Mengqi,0.2727272727272727,11,3.0
4398,Li Xin,Yunzhongjun,1.0,3,3.0
1435,Zhao Yun,Da Mo,1.0,3,3.0
1854,Ma Chao,Kai,0.6,5,3.0
